ID,Genus,Species,Sex,Place,Date,IT,Weigth..g.,Head.weight..g.,Plant,Brain.Weight..mg.,No.optic.lobes.weight,Country,Notes
OC105,Osmia,Osmia cornuta,Female,Mauerbienen,,3.704,NA,NA,,2.388,1.136,Germany,
OC106,Osmia,Osmia cornuta,Female,Mauerbienen,,3.567,NA,NA,,1.981,0.877,Germany,
OC107,Osmia,Osmia cornuta,Female,Mauerbienen,,3.719,NA,NA,,1.875,0.784,Germany,
OC108,Osmia,Osmia cornuta,Female,Mauerbienen,,3.544,NA,NA,,1.974,0.936,Germany,
OC109,Osmia,Osmia cornuta,Female,Mauerbienen,,3.659,NA,NA,,1.998,1.032,Germany,
OC110,Osmia,Osmia cornuta,Female,Mauerbienen,,3.775,NA,NA,,2.09,0.949,Germany,
OC111,Osmia,Osmia cornuta,Female,Mauerbienen,,3.244,NA,NA,,1.736,0.935,Germany,
OC112,Osmia,Osmia cornuta,Female,Mauerbienen,,NA,NA,NA,,1.945,0.984,Germany,
OC113,Osmia,Osmia cornuta,Female,Mauerbienen,,3.368,NA,NA,,1.835,0.974,Germany,
OC114,Osmia,Osmia cornuta,Male,Mauerbienen,,3.045,NA,NA,,1.5,0.888,Germany,
OC115,Osmia,Osmia cornuta,Female,Mauerbienen,,3.379,NA,NA,,1.932,0.989,Germany,
OC116,Osmia,Osmia cornuta,Female,Mauerbienen,,3.605,NA,NA,,2.102,0.977,Germany,
OC117,Osmia,Osmia cornuta,Female,Mauerbienen,,3.447,NA,NA,,1.998,0.823,Germany,
OC118,Osmia,Osmia cornuta,Female,Mauerbienen,,3.855,NA,NA,,2.072,0.978,Germany,
OC119,Osmia,Osmia cornuta,Male,Mauerbienen,,2.785,NA,NA,,1.566,0.64,Germany,
OC120,Osmia,Osmia cornuta,Female,Mauerbienen,,NA,NA,NA,,NA,NA,Germany,
OC121,Osmia,Osmia cornuta,Female,Mauerbienen,,NA,NA,NA,,NA,NA,Germany,
OC122,Osmia,Osmia cornuta,Female,Mauerbienen,,NA,NA,NA,,NA,NA,Germany,
OC123,Osmia,Osmia cornuta,Male,Mauerbienen,,3.331,NA,NA,,1.988,0.988,Germany,
OC124,Osmia,Osmia cornuta,Male,Mauerbienen,,2.978,NA,NA,,1.746,0.819,Germany,
OC125,Osmia,Osmia cornuta,Male,Mauerbienen,,3.196,NA,NA,,1.589,0.948,Germany,
OC126,Osmia,Osmia cornuta,Female,Mauerbienen,,3.577,NA,NA,,NA,NA,Germany,
OC127,Osmia,Osmia cornuta,Female,Mauerbienen,,3.552,NA,NA,,NA,NA,Germany,
OC128,Osmia,Osmia cornuta,Female,Mauerbienen,,NA,NA,NA,,NA,NA,Germany,
OC129,Osmia,Osmia cornuta,Male,Mauerbienen,,3.18,NA,NA,,NA,0.783,Germany,
OC130,Osmia,Osmia cornuta,Male,Mauerbienen,,3.399,NA,NA,,2.216,0.98,Germany,
OC131,Osmia,Osmia cornuta,Female,Mauerbienen,,3.69,NA,NA,,2.816,1.32,Germany,
OC132,Osmia,Osmia cornuta,Female,Mauerbienen,,3.805,NA,NA,,2.314,1.208,Germany,
OC133,Osmia,Osmia cornuta,Female,Mauerbienen,,3.597,NA,NA,,1.839,0.684,Germany,
OC134,Osmia,Osmia cornuta,Female,Mauerbienen,,3.95,NA,NA,,1.579,0.809,Germany,
OC135,Osmia,Osmia cornuta,Female,Mauerbienen,,3.792,NA,NA,,2.356,1.258,Germany,
OC136,Osmia,Osmia cornuta,Female,Mauerbienen,,4.053,NA,NA,,2.583,1.144,Germany,
OC137,Osmia,Osmia cornuta,Female,Mauerbienen,,3.975,NA,NA,,NA,1.508,Germany,
OC138,Osmia,Osmia cornuta,Female,Mauerbienen,,3.856,NA,NA,,2.434,1.337,Germany,
OC139,Osmia,Osmia cornuta,Female,Mauerbienen,,NA,NA,NA,,NA,NA,Germany,
OC140,Osmia,Osmia cornuta,Female,Mauerbienen,,3.855,NA,NA,,2.186,0.988,Germany,
OC141,Osmia,Osmia cornuta,Female,Mauerbienen,,3.582,NA,NA,,1.842,0.936,Germany,
OC142,Osmia,Osmia cornuta,Female,Mauerbienen,,3.83,NA,NA,,2.2,1.342,Germany,
OC143,Osmia,Osmia cornuta,Female,Mauerbienen,,3.827,NA,NA,,2.41,1.257,Germany,
OC144,Osmia,Osmia cornuta,Female,Mauerbienen,,3.365,NA,NA,,NA,0.976,Germany,
OC145,Osmia,Osmia cornuta,Female,Mauerbienen,,3.682,NA,NA,,2.249,1.33,Germany,
OC146,Osmia,Osmia cornuta,Female,Mauerbienen,,3.663,NA,NA,,2.115,1.213,Germany,
US001,Andrena,Andrena frigida,Male,Home - Brewster,30-Mar-17,2.032,NA,NA,,0.483,NA,USA,
US002,Andrena,Andrena frigida,Male,Home - Brewster,30-Mar-17,2.2225,NA,NA,,0.494,NA,USA,
US003,Andrena,Andrena frigida,Male,Home - Brewster,30-Mar-17,2.286,NA,NA,,0.657,NA,USA,
US004,Andrena,Andrena frigida,Male,Home - Brewster,30-Mar-17,2.032,NA,NA,,0.606,NA,USA,
US005,Andrena,Andrena rugosa,Male,Home - Brewster,3-Apr-17,1.651,NA,NA,,0.555,NA,USA,
US006,Andrena,Andrena rugosa,Male,Home - Brewster,3-Apr-17,1.4605,NA,NA,,0.388,NA,USA,
US007,Andrena,Andrena rugosa,Male,Home - Brewster,3-Apr-17,1.524,NA,NA,,0.603,NA,USA,
US008,Osmia,Osmia pumila,Female,Home - Brewster,23-Apr-17,1.651,NA,NA,,NA,NA,USA,crabapple
US009,Osmia,Osmia bucephala,Male,Home - Brewster,23-Apr-17,2.8575,NA,NA,,1.39,NA,USA,crabapple
US010,Augochlorella,Augochlorella aurata,Female,Home - Brewster,23-Apr-17,1.4605,NA,NA,,0.353,NA,USA,crabapple
US011,Ceratina,Ceratina calcarata,Male,Home - Brewster,23-Apr-17,1.27,NA,NA,,0.207,NA,USA,crabapple
US012,Ceratina,Ceratina calcarata,Male,Home - Brewster,23-Apr-17,1.397,NA,NA,,0.221,NA,USA,crabapple
US013,Andrena,Andrena pruni,Male,Home - Brewster,23-Apr-17,1.8415,NA,NA,,0.621,NA,USA,crabapple
US014,Andrena,Andrena pruni,Male,Home - Brewster,23-Apr-17,1.7145,NA,NA,,0.67,NA,USA,crabapple
US015,Andrena,Andrena pruni,Male,Home - Brewster,23-Apr-17,1.9685,NA,NA,,NA,NA,USA,crabapple
US016,Andrena,Andrena nasonii,Male,Home - Brewster,23-Apr-17,1.27,NA,NA,,0.368,NA,USA,crabapple
US017,Andrena,Andrena nasonii,Male,Home - Brewster,23-Apr-17,1.27,NA,NA,,0.293,NA,USA,crabapple
US018,Andrena,Andrena hippotes,Male,Home - Brewster,23-Apr-17,1.905,NA,NA,,0.483,NA,USA,crabapple
US019,Andrena,Andrena hippotes,Male,Home - Brewster,23-Apr-17,1.9685,NA,NA,,0.591,NA,USA,crabapple
US020,Andrena,Andrena sp 3,NA,Home - Brewster,23-Apr-17,1.651,NA,NA,,0.366,NA,USA,crabapple
US021,Andrena,Andrena sp 3,NA,Home - Brewster,23-Apr-17,1.651,NA,NA,,0.627,NA,USA,crabapple
US022,Andrena,Andrena sp 3,NA,Home - Brewster,23-Apr-17,1.5875,NA,NA,,0.556,NA,USA,crabapple
US023,Osmia,Osmia cornifrons,Male,Home - Brewster,29-Apr-17,2.7305,NA,NA,,1.07,NA,USA,crabapple
US024,Osmia,Osmia cornifrons,Male,Home - Brewster,29-Apr-17,2.667,NA,NA,,0.846,NA,USA,crabapple
US025,Andrena,Andrena hippotes,Male,Home - Brewster,29-Apr-17,2.032,NA,NA,,0.636,NA,USA,crabapple
US026,Osmia,Osmia lignaria,Female,Home - Brewster,29-Apr-17,3.3655,NA,NA,,0.933,NA,USA,crabapple
US027,Osmia,Osmia pumila,Female,Home - Brewster,29-Apr-17,1.9685,NA,NA,,0.652,NA,USA,crabapple
US028,Andrena,Andrena pruni,Male,De Witt Cinton HS Bronx,28-Apr-17,1.778,NA,NA,,0.642,NA,USA,crabapple
US029,Andrena,Andrena pruni,Male,De Witt Cinton HS Bronx,28-Apr-17,1.7145,NA,NA,,0.709,NA,USA,crabapple
US030,Andrena,Andrena dunningi,Female,De Witt Cinton HS Bronx,28-Apr-17,2.6035,NA,NA,,1.184,NA,USA,crabapple
US031,Andrena,Andrena dunningi,Female,De Witt Cinton HS Bronx,28-Apr-17,2.4765,NA,NA,,1.101,NA,USA,crabapple
US032,Andrena,Andrena dunningi,Female,De Witt Cinton HS Bronx,28-Apr-17,2.6035,NA,NA,,1.549,NA,USA,crabapple
US033,Andrena,Andrena dunningi,Female,De Witt Cinton HS Bronx,28-Apr-17,2.54,NA,NA,,1.304,NA,USA,crabapple
US034,Andrena,Andrena miserabilis,Male,De Witt Cinton HS Bronx,28-Apr-17,1.397,NA,NA,,NA,NA,USA,crabapple
US035,Andrena,Andrena miserabilis,Male,De Witt Cinton HS Bronx,28-Apr-17,1.27,NA,NA,,0.309,NA,USA,crabapple
US036,Osmia,Osmia bucephala,Male,Home - Brewster,3-May-17,3.2385,NA,NA,,1.452,NA,USA,crabapple
US037,Osmia,Osmia cornifrons,Male,Home - Brewster,3-May-17,2.794,NA,NA,,0.916,NA,USA,crabapple
US038,Osmia,Osmia cornifrons,Female,Home - Brewster,3-May-17,2.794,NA,NA,,0.676,NA,USA,crabapple
US039,Andrena,Andrena milwaukeensis,Female,Ninham Mt,12-May-17,2.0955,NA,NA,,1.005,NA,USA,
US040,Andrena,Andrena vicina,Female,Ninham Mt,12-May-17,2.8575,NA,NA,,1.467,NA,USA,
US041,Andrena,Andrena vicina,Female,Ninham Mt,12-May-17,2.667,NA,NA,,NA,NA,USA,
US042,Augochlora,Augochlora pura,Female,Ninham Mt,12-May-17,1.5875,NA,NA,,0.61,NA,USA,
US043,Andrena,Andrena crataegi,Male,Green-Wood Cemetery,16-May-17,2.0955,NA,NA,,0.98,NA,USA,hawthorne
US044,Andrena,Andrena crataegi,Male,Green-Wood Cemetery,16-May-17,2.0955,NA,NA,,0.783,NA,USA,hawthorne
US045,Andrena,Andrena crataegi,Male,Green-Wood Cemetery,16-May-17,1.7145,NA,NA,,0.632,NA,USA,hawthorne
US046,Andrena,Andrena vicina,Female,Green-Wood Cemetery,16-May-17,2.9845,NA,NA,,1.587,NA,USA,hawthorne
US047,Andrena,Andrena vicina,Female,Green-Wood Cemetery,16-May-17,2.9845,NA,NA,,1.578,NA,USA,hawthorne
US048,Osmia,Osmia lignaria,Female,Green-Wood Cemetery,16-May-17,3.556,NA,NA,,1.414,NA,USA,hawthorne
US049,Agapostemon,Agapostemon virescens,Female,De Witt Cinton HS Bronx,18-May-17,2.286,NA,NA,,NA,NA,USA,
US050,Halictus,Halictus confusus,Female,Home - Brewster,19-May-17,1.524,NA,NA,,0.338,NA,USA,
US051,Ceratina,Ceratina calcarata,Male,Home - Brewster,19-May-17,1.27,NA,NA,,0.274,NA,USA,
US052,Osmia,Osmia bucephala,Male,Home - Brewster,19-May-17,2.9845,NA,NA,,NA,NA,USA,
US053,Sphecodes,Sphecodes ranunculi,Female,Ninham Mt,24-May-17,1.651,NA,NA,,0.364,NA,USA,
US054,Lasioglossum,Lasioglossum coriaceum,Female,Ninham Mt,24-May-17,1.8415,NA,NA,,0.84,NA,USA,
US055,Halictus,Halictus ligatus,Female,Ninham Mt,24-May-17,2.032,NA,NA,,0.653,NA,USA,
US056,Chelostoma,Chelostoma philadephi,Female,Home - Brewster,2-Jun-17,1.2065,NA,NA,,0.253,NA,USA,
US057,Colletes,Colletes thoracicus,Female,Van Cortlandt Park - Parade Grounds,1-Jun-17,3.429,NA,NA,,1.533,NA,USA,
US058,Colletes,Colletes thoracicus,Female,Van Cortlandt Park - Parade Grounds,1-Jun-17,3.048,NA,NA,,1.45,NA,USA,
US059,Colletes,Colletes thoracicus,Female,Van Cortlandt Park - Parade Grounds,1-Jun-17,3.3655,NA,NA,,1.581,NA,USA,
US060,Anthidium,Anthidium oblongatum,Male,Home - Brewster,2-Jun-17,2.8575,NA,NA,,1.512,NA,USA,
US061,Andrena,Andrena wilkella,Male,Home - Brewster,2-Jun-17,1.8415,NA,NA,,0.703,NA,USA,
US062,Hoplitis,Hoplitis pilosiformis,Male,Town of Southeast Rt 22,10-Jun-17,1.5875,NA,NA,,0.48,NA,USA,
US063,Heriades,Heriades carinatus,Male,Town of Southeast Rt 22,10-Jun-17,1.2065,NA,NA,,0.269,NA,USA,
US064,Halictus,Halictus rubicundus,Female,Town of Southeast Rt 22,10-Jun-17,2.0955,NA,NA,,0.929,NA,USA,
US065,Osmia,Osmia georgica,Female,Town of Southeast Rt 22,10-Jun-17,2.159,NA,NA,,NA,NA,USA,
US066,Osmia,Osmia pumila,Female,Town of Southeast Rt 22,10-Jun-17,1.651,NA,NA,,0.556,NA,USA,
US067,Osmia,Osmia pumila,Female,Town of Southeast Rt 22,10-Jun-17,1.524,NA,NA,,NA,NA,USA,
US068,Augochlorella,Augochlorella aurata,Female,Oliverea,12-Jun-17,1.524,NA,NA,,0.3,NA,USA,
US069,Augochloropsis,Augochloropsis metallica,Female,Oliverea,12-Jun-17,1.8415,NA,NA,,NA,NA,USA,
US070,Augochlorella,Augochlorella aurata,Female,Oliverea,12-Jun-17,1.524,NA,NA,,0.705,NA,USA,
US071,Augochlora,Augochlora pura,Female,Oliverea,12-Jun-17,1.651,NA,NA,,0.71,NA,USA,
US072,Andrena,Andrena milwaukeensis,Female,Oliverea,12-Jun-17,2.4765,NA,NA,,1,NA,USA,
US073,Andrena,Andrena carlini,Female,Oliverea,12-Jun-17,2.4765,NA,NA,,1.26,NA,USA,
US074,Andrena,Andrena carlini,Female,Oliverea,12-Jun-17,2.7305,NA,NA,,1.814,NA,USA,
US075,Bombus,Bombus vagans,Male,Oliverea,12-Jun-17,2.794,NA,NA,,1.179,NA,USA,
US076,Bombus,Bombus bimaculatus,Queen,Oliverea,12-Jun-17,4.826,NA,NA,,3.641,NA,USA,
US077,Bombus,Bombus bimaculatus,Queen,Oliverea,12-Jun-17,5.1435,NA,NA,,3.633,NA,USA,
US078,Andrena,Andrena wilkella,Female,Oliverea,12-Jun-17,2.4765,NA,NA,,1.13,NA,USA,Rubus
US079,Andrena,Andrena wilkella,Female,Oliverea,12-Jun-17,2.3495,NA,NA,,1,NA,USA,Rubus
US080,Andrena,Andrena wilkella,Female,Oliverea,12-Jun-17,2.4765,NA,NA,,1.208,NA,USA,Rubus
US081,Calliopsis,Calliopsis andreniformis,Female,Van Cortlandt Park - Gunhill Rd,15-Jun-17,1.5875,NA,NA,,0.28,NA,USA,
US082,Calliopsis,Calliopsis andreniformis,Female,Van Cortlandt Park - Gunhill Rd,15-Jun-17,1.4605,NA,NA,,0.45,NA,USA,
US083,Osmia,Osmia atriventris,Female,Oliverea,12-Jun-17,2.032,NA,NA,,0.447,NA,USA,
US084,Osmia,Osmia bucephala,Female,Oliverea,12-Jun-17,3.048,NA,NA,,NA,NA,USA,
US085,Megachile,Megachile gemula,Male,Ninham Mt,20-Jun-17,2.7305,NA,NA,,1.305,NA,USA,
US086,Megachile,Megachile gemula,Male,Ninham Mt,20-Jun-17,3.175,NA,NA,,1.51,NA,USA,
US087,Andrena,Andrena vicina,Female,Ninham Mt,20-Jun-17,2.4765,NA,NA,,1.609,NA,USA,
US088,Augochlora,Augochlora pura,Female,Ninham Mt,20-Jun-17,1.4605,NA,NA,,0.496,NA,USA,
US089,Augochloropsis,Augochloropsis metallica,Female,Ninham Mt,20-Jun-17,1.778,NA,NA,,0.656,NA,USA,
US090,Augochlorella,Augochlorella aurata,Female,Ninham Mt,20-Jun-17,1.3335,NA,NA,,NA,NA,USA,
US091,Augochlorella,Augochlorella aurata,Female,Ninham Mt,20-Jun-17,1.397,NA,NA,,0.301,NA,USA,
US092,Augochlorella,Augochlorella aurata,Female,Ninham Mt,20-Jun-17,1.397,NA,NA,,NA,NA,USA,
US093,Andrena,Andrena fragilis,Male,Ninham Mt,20-Jun-17,1.27,NA,NA,,0.515,NA,USA,
US094,Andrena,Andrena fragilis,Male,Ninham Mt,20-Jun-17,1.27,NA,NA,,0.337,NA,USA,
US095,Andrena,Andrena fragilis,Male,Ninham Mt,20-Jun-17,1.27,NA,NA,,0.24,NA,USA,
US096,Andrena,Andrena fragilis,Male,Ninham Mt,20-Jun-17,1.27,NA,NA,,0.398,NA,USA,
US097,Andrena,Andrena fragilis,Male,Ninham Mt,20-Jun-17,1.27,NA,NA,,0.4,NA,USA,
US098,Andrena,Andena vicina,Female,Ninham Mt,20-Jun-17,2.413,NA,NA,,1.334,NA,USA,
US099,Augochlorella,Augochlorella aurata,Female,Ninham Mt,20-Jun-17,1.397,NA,NA,,0.455,NA,USA,
US100,Bombus,Bombus griseocollis,Female,Patterson RT 22,2-Jul-17,4.0005,NA,NA,,3.086,NA,USA,
US101,Agapostemon,Agapostemon virescens,Female,Patterson RT 22,2-Jul-17,1.3335,NA,NA,,1.25,NA,USA,
US102,Halictus,Halictus confusus,Female,Patterson RT 22,2-Jul-17,1.3335,NA,NA,,0.335,NA,USA,
US103,Bombus,Bombus griseocollis,Female,Mt Ebo,3-Jul-17,5.08,NA,NA,,3.576,NA,USA,
US104,Bombus,Bombus griseocollis,Female,Mt Ebo,3-Jul-17,3.81,NA,NA,,2.497,NA,USA,
US105,Anthidium,Anthidium oblongatum,Male,Mt Ebo,3-Jul-17,2.9845,NA,NA,,1.147,NA,USA,
US106,Anthidium,Anthidium oblongatum,Male,Mt Ebo,3-Jul-17,2.794,NA,NA,,1.969,NA,USA,
US107,Coelioxys,Coelioxys sp.,Male,Modena Rt 32,5-Jul-17,1.905,NA,NA,,0.953,NA,USA,
US108,Ceratina,Ceratina strenua,Female,Modena Rt 32,5-Jul-17,0.889,NA,NA,,0.153,NA,USA,
US109,Megachile,Megachile rotundata,Male,Modena Rt 32,5-Jul-17,2.2225,NA,NA,,1.058,NA,USA,
US110,Megachile,Megachile rotundata,Male,Modena Rt 32,5-Jul-17,2.286,NA,NA,,1.027,NA,USA,
US111,Megachile,Megachile campanile,Male,Modena Rt 32,5-Jul-17,2.286,NA,NA,,NA,NA,USA,
US112,Dufourea,Dufourea novaeangliae,Male,Lake Tonetta,18-Jul-17,1.4605,NA,NA,,0.242,NA,USA,Pickerelweed
US113,Dufourea,Dufourea novaeangliae,Male,Lake Tonetta,18-Jul-17,1.397,NA,NA,,0.392,NA,USA,Pickerelweed
US114,Dufourea,Dufourea novaeangliae,Male,Lake Tonetta,18-Jul-17,1.397,NA,NA,,0.362,NA,USA,Pickerelweed
US115,Megachile,Megachile inimica,Male,Van Cortlandt Park - Gunhill Rd,19-Jul-17,2.9845,NA,NA,,1.88,NA,USA,
US116,Megachile,Megachile apicalis,Male,Van Cortlandt Park - Gunhill Rd,19-Jul-17,2.032,NA,NA,,0.839,NA,USA,
US117,Melissodes,Melissodes bimaculata,Female,Van Cortlandt Park - South of Mansion,26-Jul-17,2.8575,NA,NA,,2.022,NA,USA,
US118,Megachile,Megachile sculpturalis,Male,Van Cortlandt Park - South of Mansion,26-Jul-17,4.7625,NA,NA,,3.854,NA,USA,
US119,Hylaeus,Hylaeus leptocephalus,Male,De Witt Cinton HS Bronx,26-Jul-17,0.9525,NA,NA,,0.183,NA,USA,
US120,Ptilothrix,Ptilothrix bombiformis,Male,Van Cortlandt Park - South of Mansion,26-Jul-17,3.429,NA,NA,,2.314,NA,USA,Hibiscus
US121,Ptilothrix,Ptilothrix bombiformis,Male,Van Cortlandt Park - South of Mansion,26-Jul-17,3.302,NA,NA,,1.944,NA,USA,Hibiscus
US122,Melissodes,Melissodes bimaculata,Male,Van Cortlandt Park - South of Mansion,26-Jul-17,2.286,NA,NA,,1.661,NA,USA,
US123,Halictus,Halictus confusus,Female,Van Cortlandt Park - South of Mansion,26-Jul-17,1.2065,NA,NA,,NA,NA,USA,
US124,Halictus,Halictus ligatus,Female,Van Cortlandt Park - South of Mansion,26-Jul-17,1.524,NA,NA,,0.395,NA,USA,
US125,Megachile,Megachile texana,Female,Van Cortlandt Park - South of Mansion,26-Jul-17,3.1115,NA,NA,,2.351,NA,USA,
US126,Augochloropsis,Augochloropsis metallica,Female,Ninham Mt,28-Jul-17,2.0955,NA,NA,,0.662,NA,USA,
US127,Augochloropsis,Augochloropsis metallica,Female,Ninham Mt,28-Jul-17,2.032,NA,NA,,0.785,NA,USA,
US128,Lasioglossum,Lasioglossum coriaceum,Female,Ninham Mt,28-Jul-17,2.032,NA,NA,,0.817,NA,USA,
US129,Lasioglossum,Lasioglossum coriaceum,Female,Ninham Mt,28-Jul-17,1.8415,NA,NA,,0.569,NA,USA,
US130,Lasioglossum,Lasioglossum quebecensis,Male,Ninham Mt,28-Jul-17,1.27,NA,NA,,0.31,NA,USA,
US131,Lasioglossum,Lasioglossum quebecensis,Male,Ninham Mt,28-Jul-17,1.397,NA,NA,,0.348,NA,USA,
US132,Lasioglossum,Lasioglossum quebecensis,Male,Ninham Mt,28-Jul-17,1.2065,NA,NA,,0.432,NA,USA,
US133,Megachile,Megachile mendica,Male,Ninham Mt,28-Jul-17,2.8575,NA,NA,,1.803,NA,USA,
US134,Megachile,Megachile rotundata,NA,Van Cortlandt Park - South of Mansion,4-Aug-17,3.175,NA,NA,,1.67,NA,USA,**pinned body of centuncularis (#135)
US135,Megachile,Megachile centuncularis,Female,Route 22 @ Doansburg Rd.,6-Aug-17,2.4765,NA,NA,,1.095,NA,USA,**pinned body of campanulae (#136)
US136,Megachile,Megachile campanulae,NA,Route 22 @ Doansburg Rd.,6-Aug-17,2.286,NA,NA,,0.822,NA,USA,**pinned body of rotundata (#134)
US137,Bombus,Bombus ternarius,Male,Oliverea,28-Aug-17,3.429,NA,NA,,2.12,NA,USA,goldenrod
US138,Bombus,Bombus ternarius,Male,Oliverea,28-Aug-17,2.413,NA,NA,,1.57,NA,USA,goldenrod
US139,Bombus,Bombus ternarius,Male,Oliverea,28-Aug-17,3.4925,NA,NA,,2.271,NA,USA,goldenrod
US140,Megachile,Megachile pugnata,Female,Beekman,4-Sep-17,2.8575,NA,NA,,NA,NA,USA,knapweed
US141,Andrena,Andrena hirticincta,Female,Pawling - Dutcher Ave,4-Sep-17,2.4765,NA,NA,,0.906,NA,USA,goldenrod
US142,Andrena,Andrena hirticincta,Female,Pawling - Dutcher Ave,4-Sep-17,2.8575,NA,NA,,1.43,NA,USA,goldenrod
US143,Xylocopa,Xylocopa virginica,Female,Pawling - Dutcher Ave,4-Sep-17,6.223,NA,NA,,NA,NA,USA,goldenrod
US144,Agapostemon,Agapostemon sericeus,Female,Van Cortlandt Park - Gunhill Rd,5-Sep-17,2.4765,NA,NA,,0.855,NA,USA,knapweed
US145,Andrena,Andrena hirticincta,Male,Pawling - Dutcher Ave,4-Sep-17,2.032,NA,NA,,NA,NA,USA,goldenrod
US146,Agapostemon,Agapostemon virescens,Female,Van Cortlandt Park - Gunhill Rd,5-Sep-17,2.0955,NA,NA,,1.312,NA,USA,knapweed
US147,Megachile,Megachile apicalis,Female,Van Cortlandt Park - Gunhill Rd,5-Sep-17,2.4765,NA,NA,,0.97,NA,USA,knapweed
US148,Andrena,Andrena simplex,Male,Home - Brewster,10-Sep-17,1.651,NA,NA,,0.341,NA,USA,goldenrod
US149,Andrena,Andrena simplex,Male,Home - Brewster,10-Sep-17,1.7145,NA,NA,,0.593,NA,USA,goldenrod
US150,Andrena,Andrena nubecula,Female,Home - Brewster,10-Sep-17,1.397,NA,NA,,0.394,NA,USA,goldenrod
US151,Andrena,Andrena nubecula,Female,Home - Brewster,10-Sep-17,1.27,NA,NA,,0.437,NA,USA,goldenrod
US152,Halictus,Halictus ligatus,Female,Pawling - Dutcher Ave,11-Sep-17,1.778,NA,NA,,NA,NA,USA,goldenrod
US153,Agapostemon,Agaposemon sericeus,Female,Van Cortlandt Park - South of Mansion,12-Sep-17,2.032,NA,NA,,0.844,NA,USA,
US154,Augochlora,Augochlora pura,Female,Home - Brewster,10-Sep-17,1.8415,NA,NA,,0.614,NA,USA,goldenrod
US155,Xylocopa,Xylocopa virginica,Female,Home - Brewster,10-Sep-17,5.207,NA,NA,,5.787,NA,USA,goldenrod
US156,Xylocopa,Xylocopa virginica,Female,Pawling - Dutcher Ave,11-Sep-17,6.5405,NA,NA,,6.613,NA,USA,goldenrod
US157,Anthidium,Anthidium manicatum,Male,Greenwich Point Park,15-Sep-17,3.556,NA,NA,,2.339,NA,USA,
US158,Anthidium,Anthidium manicatum,Female,Greenwich Point Park,15-Sep-17,3.048,NA,NA,,2.559,NA,USA,
US159,Bombus,Bombus impatiens,Female,Home - Brewster,18-Sep-17,2.794,NA,NA,,2.322,NA,USA,goldenrod
US160,Bombus,Bombus impatiens,Female,Home - Brewster,18-Sep-17,3.1115,NA,NA,,2.387,NA,USA,goldenrod
US161,Bombus,Bombus impatiens,Female,Home - Brewster,18-Sep-17,3.683,NA,NA,,2.634,NA,USA,goldenrod
D53,Andrena,Andrena angustior,Female,Alamillo,27/03/18,1.868,NA,NA,,0.433,NA,Spain,
D40,Andrena,Andrena angustior,Female,Alamillo,27/03/18,1.755,NA,NA,,0.352,NA,Spain,
D65,Andrena,Andrena angustior,Female,Carambolo,05/04/18,1.769,NA,NA,,0.434,NA,Spain,
D101,Andrena,Andrena cinerea,Female,Alamillo,26/04/18,1.909,NA,NA,,0.456,NA,Spain,
D159,Andrena,Andrena cinerea,Female,Convento de la Luz,22/05/18,1.989,NA,NA,Cistus crispus,NA,NA,Spain,Experiment done the day after
D26,Andrena,Andrena flavipes,Female,Aznalcazar,22/03/18,2.421,NA,NA,Asphodelus fistulosus,0.588,NA,Spain,
D94,Andrena,Andrena flavipes,Female,Aznalcazar,10/04/18,2.381,NA,NA,,1.59,NA,Spain,
D95,Andrena,Andrena flavipes,Female,Aznalcazar,10/04/18,2.622,NA,NA,,1.523,NA,Spain,
D96,Andrena,Andrena flavipes,Female,Aznalcazar,10/04/18,2.382,NA,NA,,1.303,NA,Spain,
D56,Andrena,Andrena flavipes,Female,Carambolo,05/04/18,2.392,NA,NA,,0.736,NA,Spain,
D64,Andrena,Andrena flavipes,Female,Carambolo,05/04/18,2.406,NA,NA,,0.73,NA,Spain,Dead during experiment
D157,Andrena,Andrena hispania,Female,Urbanizaciones,22/05/18,2.909,NA,NA,Cistus crispus,2.902,NA,Spain,Experiment done the day after
D25,Andrena,Andrena labialis,Male,Aznalcazar,22/03/18,NA,NA,NA,Asphodelus fistulosus,NA,NA,Spain,Ignored the test
D13,Andrena,Andrena pilipes,NA,Alamillo,16/03/18,2.809,NA,NA,Colza,0.806,NA,Spain,
D44,Andrena,Andrena pilipes,Female,Alamillo,27/03/18,2.928,NA,NA,,1.532,NA,Spain,
D45,Andrena,Andrena pilipes,Female,Alamillo,27/03/18,2.74,NA,NA,,1.22,NA,Spain,
D80,Andrena,Andrena pilipes,Female,Alamillo,17/04/18,3.033,NA,NA,,2.119,NA,Spain,Experiment done the day after
D81,Andrena,Andrena pilipes,Female,Alamillo,17/04/18,2.663,NA,NA,,1.47,NA,Spain,Experiment done the day after
D82,Andrena,Andrena pilipes,Female,Alamillo,17/04/18,2.974,NA,NA,,1.808,NA,Spain,Experiment done the day after
D186,Andrena,Andrena pilipes,Female,Carambolo,5/6/18,3.198,NA,NA,,1.245,NA,Spain,
D97,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,1.9,NA,NA,,0.423,NA,Spain,
D98,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,1.914,NA,NA,,0.609,NA,Spain,
D99,Andrena,Andrena rhyssonota,Female,Alamillo,26/04/18,1.71,NA,NA,,0.411,NA,Spain,
