"","id","cover","percent","cover2"
"21410","Rusty Burlew","23",1,"23"
"21411","Susan J. Hewitt","23",1,"23"
"21412","Sandy Wolkenberg","22",1,"22"
"21413","Ana Maria Oliynyk","21",1,"21"
"21414","nina fogel","22",1,"22"
"21415","John Ascher","21",1,"21"
"21416","Susan J. Hewitt","23",1,"23"
"21417","CJ Reilly III","21",1,"21"
"21418","Bobby","21",1,"21"
"21419","Susan J. Hewitt","41",1,"41"
"21420","Susan J. Hewitt","24",1,"24"
"21421","John Ascher","41",1,"41"
"21422","Spencer Hardy","21",1,"21"
"21423","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21424","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21425","Chris Kreussling (Flatbush Gardener)","41",1,"41"
"21426","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21427","John Ascher","43",1,"43"
"21428","CJ Reilly III","21",1,"21"
"21429","Patricia Simpson","22",1,"22"
"21430","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21431","John Ascher","21",1,"21"
"21432","Chris Kreussling (Flatbush Gardener)","21",1,"21"
"21433","Bob Gorcik","24",1,"24"
"21434","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21435","Patricia Simpson","22",1,"22"
"21436","Molly Jacobson","24",1,"24"
"21437","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21438","aberkov","21",1,"21"
"21439","John Ascher","21",1,"21"
"21440","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21441","Susan J. Hewitt","22",1,"22"
"21442","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21443","John Ascher","21",1,"21"
"21444","John Ascher","23",1,"23"
"21445","alickick","24",1,"24"
"21446","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21447","Elliotte Rusty Harold","21",1,"21"
"21448","Robert Levy","23",1,"23"
"21449","John Ascher","21",1,"21"
"21450","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21451","John Ascher","23",1,"23"
"21452","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21453","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21454","ZIAD Anass","23",1,"23"
"21455","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21456","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21457","John Ascher","21",1,"21"
"21458","Clay Davidson-Onsgard","24",1,"24"
"21459","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21460","bkmertz","21",1,"21"
"21461","bdagley","21",1,"21"
"21462","Sequoia Janirella Wrens","41",1,"41"
"21463","Susan J. Hewitt","21",1,"21"
"21464","Michael D. Warriner","41",1,"41"
"21465","Heather Holm","41",1,"41"
"21466","Frankie C","82",1,"82"
"21467","Susan J. Hewitt","21",1,"21"
"21468","filiperibeiro","21",1,"21"
"21469","John Ascher","21",1,"21"
"21470","John Ascher","21",1,"21"
"21471","Susan J. Hewitt","21",1,"21"
"21472","known6","22",1,"22"
"21473","John Ascher","23",1,"23"
"21474","Susan J. Hewitt","21",1,"21"
"21475","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21476","howlingdog","23",1,"23"
"21477","leidy_periel","24",1,"24"
"21478","karalyn","41",1,"41"
"21479","Susan J. Hewitt","41",1,"41"
"21480","John Ascher","24",1,"24"
"21481","Brenda Bull","22",1,"22"
"21482","bdagley","23",1,"23"
"21483","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21484","matthew_wills","21",1,"21"
"21485","CJ Reilly III","21",1,"21"
"21486","Elliotte Rusty Harold","23",1,"23"
"21487","dsharrett","21",1,"21"
"21488","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21489","herrszur1","21",1,"21"
"21490","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21491","Michael D. Warriner","81",1,"81"
"21492","John Ascher","23",1,"23"
"21493","Brandie Dunn","24",1,"24"
"21494","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21495","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21496","David Torres","21",1,"21"
"21497","John Ascher","24",1,"24"
"21498","Susan J. Hewitt","41",1,"41"
"21499","John Ascher","41",1,"41"
"21500","Sue Zucker-Scharff","23",1,"23"
"21501","cryptidcloset","21",1,"21"
"21502","Susan J. Hewitt","22",1,"22"
"21503","Joel Neylon","21",1,"21"
"21504","Molly Jacobson","21",1,"21"
"21505","Clay Davidson-Onsgard","24",1,"24"
"21506","Susan J. Hewitt","41",1,"41"
"21507","John Ascher","23",1,"23"
"21508","John Ascher","23",1,"23"
"21509","gavinthegreat73","21",1,"21"
"21510","Shaun Michael","41",1,"41"
"21511","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21512","Cati Moses","22",1,"22"
"21513","Susan J. Hewitt","43",1,"43"
"21514","Michael Orr","21",1,"21"
"21515","Susan J. Hewitt","22",1,"22"
"21516","Susan J. Hewitt","22",1,"22"
"21517","Colleen VonEhr Evans","22",1,"22"
"21518","blkvulture","22",1,"22"
"21519","villu","41",1,"41"
"21520","Joel Neylon","23",1,"23"
"21521","miriamhlt","41",1,"41"
"21522","jholmes","11",1,"11"
"21523","Shaun Michael","43",1,"43"
"21524","Shaun Michael","81",1,"81"
"21525","John Ascher","23",1,"23"
"21526","John Ascher","22",1,"22"
"21527","Joel Neylon","22",1,"22"
"21528","John Ascher","22",1,"22"
"21529","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21530","Joel Neylon","21",1,"21"
"21531","bdagley","22",1,"22"
"21532","bdagley","11",1,"11"
"21533","seaport7","41",1,"41"
"21534","matthew_wills","22",1,"22"
"21535","bdagley","22",1,"22"
"21536","Joel Neylon","23",1,"23"
"21537","Joel Neylon","41",1,"41"
"21538","Regina Alvarez","23",1,"23"
"21539","miriamhlt","41",1,"41"
"21540","Zach Portman","90",1,"90"
"21541","Susan J. Hewitt","22",1,"22"
"21542","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21543","John Ascher","23",1,"23"
"21544","Steven Bodzin","24",1,"24"
"21545","hiddentoad","23",1,"23"
"21546","CJ Reilly III","21",1,"21"
"21547","CJ Reilly III","21",1,"21"
"21548","CJ Reilly III","21",1,"21"
"21549","CJ Reilly III","21",1,"21"
"21550","CJ Reilly III","21",1,"21"
"21551","John Ascher","24",1,"24"
"21552","bdagley","41",1,"41"
"21553","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21554","Even Dankowicz","21",1,"21"
"21555","Thomas Kain","24",1,"24"
"21556","gmpf","23",1,"23"
"21557","Carl Houck","23",1,"23"
"21558","John Ascher","22",1,"22"
"21559","Susan J. Hewitt","21",1,"21"
"21560","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21561","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21562","dusty280","22",1,"22"
"21563","John Ascher","21",1,"21"
"21564","Joel Neylon","21",1,"21"
"21565","Molly Jacobson","23",1,"23"
"21566","CJ Reilly III","21",1,"21"
"21567","emelyhernandez4ps","23",1,"23"
"21568","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21569","John Ascher","21",1,"21"
"21570","Alan Wells","21",1,"21"
"21571","John Ascher","11",1,"11"
"21572","John Ascher","24",1,"24"
"21573","John Ascher","21",1,"21"
"21574","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21575","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21576","thedmouse","21",1,"21"
"21577","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21578","Spencer Hardy","24",1,"24"
"21579","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21580","Susan J. Hewitt","22",1,"22"
"21581","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21582","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21583","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21584","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21585","Sequoia Janirella Wrens","22",1,"22"
"21586","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21587","jay simpson","21",1,"21"
"21588","jholmes","22",1,"22"
"21589","katelyndcosta","23",1,"23"
"21590","jholmes","24",1,"24"
"21591","John Ascher","41",1,"41"
"21592","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21593","Molly Jacobson","23",1,"23"
"21594","John Ascher","21",1,"21"
"21595","John Ascher","21",1,"21"
"21596","matthew_wills","23",1,"23"
"21597","Susan J. Hewitt","23",1,"23"
"21598","itp","21",1,"21"
"21599","Susan J. Hewitt","21",1,"21"
"21600","Michele Blackburn","23",1,"23"
"21601","John Ascher","90",1,"90"
"21602","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21603","CJ Reilly III","21",1,"21"
"21604","Susan J. Hewitt","21",1,"21"
"21605","Susan J. Hewitt","21",1,"21"
"21606","Green-Wood","22",1,"22"
"21607","Sheila Colla","21",1,"21"
"21608","Susan J. Hewitt","21",1,"21"
"21609","Susan J. Hewitt","21",1,"21"
"21610","Susan J. Hewitt","21",1,"21"
"21611","Joel Neylon","21",1,"21"
"21612","cabrerajl","23",1,"23"
"21613","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21614","John Ascher","95",1,"95"
"21615","Casey Hale","21",1,"21"
"21616","matthew_wills","21",1,"21"
"21617","Colleen","82",1,"82"
"21618","Molly Jacobson","22",1,"22"
"21619","dsharrett","21",1,"21"
"21620","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21621","John Ascher","21",1,"21"
"21622","CJ Reilly III","21",1,"21"
"21623","erikschellenberg","90",1,"90"
"21624","Spencer Hardy","41",1,"41"
"21625","John Ascher","21",1,"21"
"21626","zahid_hasan_1eg","24",1,"24"
"21627","John Ascher","24",1,"24"
"21628","John Ascher","23",1,"23"
"21629","CJ Reilly III","21",1,"21"
"21630","Spencer Hardy","23",1,"23"
"21631","Elliotte Rusty Harold","21",1,"21"
"21632","Susan J. Hewitt","22",1,"22"
"21633","Susan J. Hewitt","21",1,"21"
"21634","blkvulture","21",1,"21"
"21635","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21636","Sequoia Janirella Wrens","43",1,"43"
"21637","Joel Neylon","22",1,"22"
"21638","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21639","hilarya","23",1,"23"
"21640","hadel","21",1,"21"
"21641","Sequoia Janirella Wrens","81",1,"81"
"21642","Kimberley Bernhardt","23",1,"23"
"21643","Benigno Veraz","90",1,"90"
"21644","matthew_wills","23",1,"23"
"21645","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21646","Susan J. Hewitt","21",1,"21"
"21647","matthew_wills","22",1,"22"
"21648","Susan J. Hewitt","41",1,"41"
"21649","miriamhlt","41",1,"41"
"21650","John Ascher","41",1,"41"
"21651","asma25","22",1,"22"
"21652","Emma Katz","41",1,"41"
"21653","Healthy Yards","21",1,"21"
"21654","Susan J. Hewitt","41",1,"41"
"21655","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21656","Sue Zucker-Scharff","23",1,"23"
"21657","John Ascher","21",1,"21"
"21658","John Ascher","22",1,"22"
"21659","John Ascher","23",1,"23"
"21660","bdagley","41",1,"41"
"21661","John Ascher","22",1,"22"
"21662","Sequoia Janirella Wrens","22",1,"22"
"21663","Susan J. Hewitt","23",1,"23"
"21664","elleng","41",1,"41"
"21665","John Ascher","22",1,"22"
"21666","dsharrett","21",1,"21"
"21667","John Ascher","41",1,"41"
"21668","Susan J. Hewitt","21",1,"21"
"21669","John Ascher","22",1,"22"
"21670","John Ascher","21",1,"21"
"21671","blkvulture","21",1,"21"
"21672","Susan J. Hewitt","21",1,"21"
"21673","Elliotte Rusty Harold","21",1,"21"
"21674","frns","23",1,"23"
"21675","tstphnsn","24",1,"24"
"21676","John Ascher","23",1,"23"
"21677","Joel Neylon","23",1,"23"
"21678","erikschellenberg","90",1,"90"
"21679","Elliotte Rusty Harold","21",1,"21"
"21680","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21681","Elliotte Rusty Harold","21",1,"21"
"21682","Susan J. Hewitt","21",1,"21"
"21683","Susan J. Hewitt","22",1,"22"
"21684","CJ Reilly III","21",1,"21"
"21685","evbart242","41",1,"41"
"21686","CJ Reilly III","21",1,"21"
"21687","CJ Reilly III","21",1,"21"
"21688","Susan J. Hewitt","21",1,"21"
"21689","Benigno Veraz","24",1,"24"
"21690","John Ascher","21",1,"21"
"21691","Susan J. Hewitt","21",1,"21"
"21692","Susan J. Hewitt","22",1,"22"
"21693","MaLisa Spring","22",1,"22"
"21694","CJ Reilly III","21",1,"21"
"21695","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21696","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21697","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21698","Healthy Yards","21",1,"21"
"21699","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21700","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21701","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21702","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21703","Ana Maria Oliynyk","24",1,"24"
"21704","jholmes","22",1,"22"
"21705","Vicente Navarro","23",1,"23"
"21706","bdagley","41",1,"41"
"21707","John Ascher","22",1,"22"
"21708","Healthy Yards","23",1,"23"
"21709","John Ascher","21",1,"21"
"21710","John Ascher","23",1,"23"
"21711","John Ascher","21",1,"21"
"21712","Carl Houck","23",1,"23"
"21713","Tom Zucker-Scharff","23",1,"23"
"21714","John Ascher","41",1,"41"
"21715","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21716","az458","21",1,"21"
"21717","Susan J. Hewitt","21",1,"21"
"21718","Robert Levy","21",1,"21"
"21719","josh_rudder","41",1,"41"
"21720","blkvulture","21",1,"21"
"21721","cognato","21",1,"21"
"21722","Susan J. Hewitt","22",1,"22"
"21723","Susan J. Hewitt","21",1,"21"
"21724","John Ascher","23",1,"23"
"21725","leeahrichardson","21",1,"21"
"21726","Susan J. Hewitt","21",1,"21"
"21727","Heather Holm","23",1,"23"
"21728","John Ascher","71",1,"71"
"21729","maryfab19","23",1,"23"
"21730","karalyn","41",1,"41"
"21731","matthew_wills","22",1,"22"
"21732","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21733","Robert Levy","23",1,"23"
"21734","Susan J. Hewitt","22",1,"22"
"21735","Susan J. Hewitt","41",1,"41"
"21736","John Ascher","21",1,"21"
"21737","Susan J. Hewitt","23",1,"23"
"21738","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21739","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21740","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21741","Robert Levy","21",1,"21"
"21742","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21743","Chris Kreussling (Flatbush Gardener)","24",1,"24"
"21744","Joel Neylon","22",1,"22"
"21745","John Ascher","22",1,"22"
"21746","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21747","simonkeyes","31",1,"31"
"21748","Casey Hale","21",1,"21"
"21749","kaylastorm","23",1,"23"
"21750","Elliotte Rusty Harold","41",1,"41"
"21751","Joel Neylon","22",1,"22"
"21752","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21753","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21754","August Jackson","41",1,"41"
"21755","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21756","privatenoaccess","22",1,"22"
"21757","John Ascher","22",1,"22"
"21758","Chris Kreussling (Flatbush Gardener)","24",1,"24"
"21759","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21760","Elliotte Rusty Harold","41",1,"41"
"21761","CJ Reilly III","21",1,"21"
"21762","Susan J. Hewitt","21",1,"21"
"21763","John Ascher","23",1,"23"
"21764","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21765","Heather Holm","43",1,"43"
"21766","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21767","CJ Reilly III","21",1,"21"
"21768","Susan J. Hewitt","21",1,"21"
"21769","John Ascher","23",1,"23"
"21770","matthew_wills","24",1,"24"
"21771","CJ Reilly III","21",1,"21"
"21772","Joel Neylon","22",1,"22"
"21773","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21774","Jeremy Day","21",1,"21"
"21775","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21776","peternolan","21",1,"21"
"21777","shady af comebacks","22",1,"22"
"21778","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21779","John Ascher","21",1,"21"
"21780","Susan J. Hewitt","21",1,"21"
"21781","Chris Kreussling (Flatbush Gardener)","24",1,"24"
"21782","Thomas Kain","41",1,"41"
"21783","John Ascher","24",1,"24"
"21784","Thomas Kain","23",1,"23"
"21785","John Ascher","21",1,"21"
"21786","CJ Reilly III","21",1,"21"
"21787","donia_shehab_2km_f19","21",1,"21"
"21788","John Ascher","23",1,"23"
"21789","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21790","Spencer Hardy","24",1,"24"
"21791","jholmes","24",1,"24"
"21792","jholmes","21",1,"21"
"21793","jholmes","22",1,"22"
"21794","John Ascher","24",1,"24"
"21795","dsharrett","21",1,"21"
"21796",NA,"22",1,"22"
"21797","bdagley","41",1,"41"
"21798","Alan Wells","22",1,"22"
"21799","CJ Reilly III","21",1,"21"
"21800","Susan J. Hewitt","23",1,"23"
"21801","Elliotte Rusty Harold","21",1,"21"
"21802","rdavis90","23",1,"23"
"21803","buckthorne","21",1,"21"
"21804","heavymusicchick","24",1,"24"
"21805","John Ascher","21",1,"21"
"21806","John Ascher","23",1,"23"
"21807","John Ascher","24",1,"24"
"21808","Susan J. Hewitt","21",1,"21"
"21809","alickick","23",1,"23"
"21810","Susan J. Hewitt","22",1,"22"
"21811","writer_the_bugfinder","41",1,"41"
"21812","sabineart","21",1,"21"
"21813","Joel Neylon","21",1,"21"
"21814","John Ascher","90",1,"90"
"21815","Joel Neylon","41",1,"41"
"21816","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21817","Shaun Michael","81",1,"81"
"21818","Shaun Michael","90",1,"90"
"21819","jholmes","22",1,"22"
"21820","John Ascher","21",1,"21"
"21821","CJ Reilly III","21",1,"21"
"21822","John Ascher","21",1,"21"
"21823","John Ascher","81",1,"81"
"21824","Shaun Michael","41",1,"41"
"21825","John Ascher","22",1,"22"
"21826","dsharrett","21",1,"21"
"21827","John Ascher","23",1,"23"
"21828","rabbitsrule","21",1,"21"
"21829","David Jeffrey Ringer","21",1,"21"
"21830","Shaun Michael","21",1,"21"
"21831","John Ascher","22",1,"22"
"21832","Susan J. Hewitt","21",1,"21"
"21833","Susan J. Hewitt","22",1,"22"
"21834","Susan J. Hewitt","23",1,"23"
"21835","Sequoia Janirella Wrens","82",1,"82"
"21836","Rich Hatfield","23",1,"23"
"21837","dsharrett","21",1,"21"
"21838","John Ascher","41",1,"41"
"21839","Susan J. Hewitt","23",1,"23"
"21840","Casey Hale","21",1,"21"
"21841","matthew_wills","22",1,"22"
"21842","wherenextnyc","24",1,"24"
"21843","John Ascher","41",1,"41"
"21844","John Ascher","21",1,"21"
"21845","MaLisa Spring","24",1,"24"
"21846","jholmes","21",1,"21"
"21847","John Ascher","23",1,"23"
"21848","karalyn","41",1,"41"
"21849","greenc_","11",1,"11"
"21850","John Ascher","24",1,"24"
"21851","John Ascher","81",1,"81"
"21852","Spencer Hardy","21",1,"21"
"21853","Spencer Hardy","21",1,"21"
"21854","Sequoia Janirella Wrens","21",1,"21"
"21855","hadel","22",1,"22"
"21856","matthew_wills","23",1,"23"
"21857","Sandy Wolkenberg","22",1,"22"
"21858","mwilhelmsen","23",1,"23"
"21859","Robert Levy","21",1,"21"
"21860","Susan J. Hewitt","21",1,"21"
"21861","John Ascher","21",1,"21"
"21862","julius_bautista_4km","21",1,"21"
"21863","Alan Wells","22",1,"22"
"21864","Susan J. Hewitt","21",1,"21"
"21865","dsharrett","21",1,"21"
"21866","Elliotte Rusty Harold","21",1,"21"
"21867","John Ascher","21",1,"21"
"21868","John Ascher","41",1,"41"
"21869","Susan J. Hewitt","41",1,"41"
"21870","Susan J. Hewitt","22",1,"22"
"21871","Susan J. Hewitt","41",1,"41"
"21872","antsmarching021","22",1,"22"
"21873","mohamed_abouseria_2ps_f19","21",1,"21"
"21874","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21875","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21876","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21877","John Ascher","41",1,"41"
"21878","John Ascher","21",1,"21"
"21879","jholmes","24",1,"24"
"21880","John Ascher","23",1,"23"
"21881","John Ascher","41",1,"41"
"21882","John Ascher","24",1,"24"
"21883","cprivett375","23",1,"23"
"21884","civilian_150089","21",1,"21"
"21885","Sequoia Janirella Wrens","81",1,"81"
"21886","Susan J. Hewitt","21",1,"21"
"21887","Sequoia Janirella Wrens","41",1,"41"
"21888","o_efua","21",1,"21"
"21889","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21890","John Ascher","41",1,"41"
"21891","John Ascher","21",1,"21"
"21892","Heather Holm","21",1,"21"
"21893","Sequoia Janirella Wrens","22",1,"22"
"21894","John Ascher","21",1,"21"
"21895","Amy Schnebelin","24",1,"24"
"21896","clare-d","23",1,"23"
"21897","Alan Wells","21",1,"21"
"21898","Joel Neylon","41",1,"41"
"21899","matthew_wills","21",1,"21"
"21900","benwadejones","23",1,"23"
"21901","stuart0625","21",1,"21"
"21902","Zach Portman","21",1,"21"
"21903","hadel","21",1,"21"
"21904","Shaun Michael","21",1,"21"
"21905","Shaun Michael","23",1,"23"
"21906","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21907","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21908","Robert Levy","41",1,"41"
"21909","Benigno Veraz","22",1,"22"
"21910","John Ascher","41",1,"41"
"21911","Susan J. Hewitt","23",1,"23"
"21912","John Ascher","23",1,"23"
"21913","bdagley","23",1,"23"
"21914","Sequoia Janirella Wrens","21",1,"21"
"21915","Susan J. Hewitt","23",1,"23"
"21916","lkb72","24",1,"24"
"21917","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21918","Susan J. Hewitt","22",1,"22"
"21919","msinatra","23",1,"23"
"21920","CJ Reilly III","21",1,"21"
"21921","Elliotte Rusty Harold","21",1,"21"
"21922","stacyellyn","22",1,"22"
"21923","cabrerajl","23",1,"23"
"21924","Casey Hale","21",1,"21"
"21925","John Ascher","21",1,"21"
"21926","Susan J. Hewitt","41",1,"41"
"21927","sarahmeira1","23",1,"23"
"21928","oxanalitvine","24",1,"24"
"21929","John Ascher","41",1,"41"
"21930","blkvulture","22",1,"22"
"21931","Susan J. Hewitt","23",1,"23"
"21932","John Ascher","21",1,"21"
"21933","David Jeffrey Ringer","21",1,"21"
"21934","Chris Kreussling (Flatbush Gardener)","41",1,"41"
"21935","Chris Kreussling (Flatbush Gardener)","21",1,"21"
"21936","Ana Maria Oliynyk","24",1,"24"
"21937","John Ascher","41",1,"41"
"21938","Susan J. Hewitt","41",1,"41"
"21939","alickick","24",1,"24"
"21940","filiperibeiro","21",1,"21"
"21941","beewilliams","24",1,"24"
"21942","Susan J. Hewitt","23",1,"23"
"21943","Chris Kreussling (Flatbush Gardener)","21",1,"21"
"21944","John Ascher","21",1,"21"
"21945","Susan J. Hewitt","21",1,"21"
"21946","sea-kangaroo","43",1,"43"
"21947","Chris Kreussling (Flatbush Gardener)","22",1,"22"
"21948","John Ascher","24",1,"24"
"21949","John Ascher","41",1,"41"
"21950","John Ascher","21",1,"21"
"21951","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21952","Chris Kreussling (Flatbush Gardener)","24",1,"24"
"21953","Sam Droege","82",1,"82"
"21954","Casey Hale","23",1,"23"
"21955","Robert Levy","81",1,"81"
"21956","Robert Levy","22",1,"22"
"21957","John Ascher","41",1,"41"
"21958","dsharrett","21",1,"21"
"21959","giraffe_girl1102","43",1,"43"
"21960","Susan J. Hewitt","22",1,"22"
"21961","Shaun Michael","81",1,"81"
"21962","Susan J. Hewitt","41",1,"41"
"21963","ebruce77","41",1,"41"
"21964","Susan J. Hewitt","23",1,"23"
"21965","John Ascher","23",1,"23"
"21966","nc1806","21",1,"21"
"21967","Susan J. Hewitt","23",1,"23"
"21968","urboi-kun","22",1,"22"
"21969","Casey Hale","41",1,"41"
"21970","Susan J. Hewitt","22",1,"22"
"21971","Susan J. Hewitt","23",1,"23"
"21972","Joel Neylon","23",1,"23"
"21973","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"21974","Elliotte Rusty Harold","21",1,"21"
"21975","ej-the-herp-guy","22",1,"22"
"21976","civilian_150089","21",1,"21"
"21977","Tom Zucker-Scharff","23",1,"23"
"21978","Casey Hale","21",1,"21"
"21979","John Ascher","21",1,"21"
"21980","Susan J. Hewitt","41",1,"41"
"21981","matthew_wills","22",1,"22"
"21982","seaport7","23",1,"23"
"21983","MaLisa Spring","23",1,"23"
"21984","junkrat","21",1,"21"
"21985","Casey Hale","21",1,"21"
"21986","Sandy Wolkenberg","41",1,"41"
"21987","John Ascher","41",1,"41"
"21988","matthew_wills","22",1,"22"
"21989","John Ascher","21",1,"21"
"21990","Susan J. Hewitt","23",1,"23"
"21991","Joel Neylon","90",1,"90"
"21992","Brenda Bull","22",1,"22"
"21993","John Ascher","21",1,"21"
"21994","Katie","41",1,"41"
"21995","Katie","22",1,"22"
"21996","CJ Reilly III","21",1,"21"
"21997","Alan Wells","22",1,"22"
"21998","karalyn","22",1,"22"
"21999","John Ascher","23",1,"23"
"22000","John Ascher","21",1,"21"
"22001","John Ascher","21",1,"21"
"22002","John Ascher","22",1,"22"
"22003","John Ascher","21",1,"21"
"22004","Sam Droege","82",1,"82"
"22005","Molly Jacobson","23",1,"23"
"22006","John Ascher","21",1,"21"
"22007","John Ascher","21",1,"21"
"22008","filiperibeiro","21",1,"21"
"22009","Sam Droege","52",1,"52"
"22010","John Ascher","21",1,"21"
"22011","John Ascher","23",1,"23"
"22012","Sam Droege","82",1,"82"
"22013","John Ascher","23",1,"23"
"22014","John Ascher","21",1,"21"
"22015","Molly Jacobson","22",1,"22"
"22016","Sam Droege","41",1,"41"
"22017","Sam Droege","21",1,"21"
"22018","John Ascher","21",1,"21"
"22019","Molly Jacobson","90",1,"90"
"22020","Sam Droege","82",1,"82"
"22021","John Ascher","21",1,"21"
"22022","John Ascher","21",1,"21"
"22023","Molly Jacobson","41",1,"41"
"22024","John Ascher","23",1,"23"
"22025","Molly Jacobson","41",1,"41"
"22026","John Ascher","90",1,"90"
"22027","Sam Droege","82",1,"82"
"22028","Brenda Bull","24",1,"24"
"22029","John Ascher","21",1,"21"
"22030","Sam Droege","81",1,"81"
"22031","John Ascher","21",1,"21"
"22032","Sam Droege","71",1,"71"
"22033","Sequoia Janirella Wrens","22",1,"22"
"22034","Deena Crumbling","82",1,"82"
"22035","John Ascher","23",1,"23"
"22036","John Ascher","23",1,"23"
"22037","Sam Droege","22",1,"22"
"22038","Sam Droege","21",1,"21"
"22039","John Ascher","41",1,"41"
"22040","John Ascher","23",1,"23"
"22041","John Ascher","22",1,"22"
"22042","Chris Kreussling (Flatbush Gardener)","23",1,"23"
"22043","John Ascher","23",1,"23"
"22044","John Ascher","23",1,"23"
"22045","John Ascher","22",1,"22"
"22046","matthew_wills","22",1,"22"
"22047","matthew_wills","21",1,"21"
"22048","John Ascher","23",1,"23"
"22049","John Ascher","22",1,"22"
"22050","bdagley","23",1,"23"
"22051","John Ascher","22",1,"22"
"22052","John Ascher","23",1,"23"
"22053","John Ascher","23",1,"23"
"22054","matthew_wills","22",1,"22"
"22055","matthew_wills","21",1,"21"
"22056","matthew_wills","22",1,"22"
"22057","Chris Kreussling (Flatbush Gardener)","23",1,"23"
