"","Species","Brain.weight","IT","residuals","Habitat","Preference"
"137","Nomada_luteoloides",1.7,3.53,-0.132165880072828,"Urban",0
"138","Osmia_atriventris",0.447,2.032,-0.429429790459283,"Urban",0
"139","Osmia_bucephala",1.421,3.048,-0.0353519512529819,"Urban",0
"140","Osmia_cornifrons",0.877,2.746375,-0.322005225808179,"Urban",0.8304
"141","Osmia_lignaria",1.1735,3.46075,-0.465545783902124,"Urban",0.4868
"142","Osmia_pumila",0.604,1.80975,0.0894082728542806,"Urban",0
"143","Ptilothrix_bombiformis",2.129,3.3655,0.182598517858549,"Urban",0
"144","Xylocopa_virginica",5.3,7.84857142857143,-0.497675151353017,"Urban",1
"145","Agapostemon_sericeus",0.8495,2.25425,0.0174690305643134,"Seminatural",1
"146","Agapostemon_virescens",1.281,1.7145,0.942904127578453,"Seminatural",1
"147","Andrena_carlini",1.558,3.10233333333333,0.0234637091740494,"Seminatural",0.9367
"148","Andrena_crataegi",0.798333333333333,1.9685,0.210241463618517,"Seminatural",1
"149","Andrena_dunningi",1.2845,2.555875,0.194796987076897,"Seminatural",1
"150","Andrena_hirticincta",1.168,2.667,0.0196867104499441,"Seminatural",0.9973
"151","Andrena_milwaukeensis",1.0025,2.286,0.156772032346542,"Seminatural",1
"152","Andrena_miserabilis",0.4545,2.055,-0.433956168411443,"Seminatural",1
"153","Andrena_nasonii",0.3305,1.27,0.152463064732593,"Seminatural",0.9968
"154","Andrena_nubecula",0.4155,1.3335,0.289588808150405,"Seminatural",1
"155","Andrena_pruni",0.6605,1.762125,0.22898100579616,"Seminatural",0.4286
"156","Andrena_rugosa",0.515333333333333,1.54516666666667,0.227875078616756,"Seminatural",0.6715
"157","Andrena_vicina",1.56025,2.82575,0.200509822978708,"Seminatural",0.9999
"158","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Seminatural",1
"159","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Seminatural",1
"160","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Seminatural",1
"161","Augochlora_pura",0.586,1.9381,-0.0696972949217295,"Seminatural",1
"162","Augochlorella_aurata",0.35225,1.444625,-0.026073472214891,"Seminatural",1
"163","Augochloropsis_metallica",0.701,1.9685,0.080223129476201,"Seminatural",1
"164","Bombus_griseocollis",3.053,4.29683333333333,0.0836598128458149,"Seminatural",1
"165","Bombus_impatiens",2.59366666666667,4.14205555555556,-0.0104038040406887,"Seminatural",1
"166","Bombus_ternarius",1.987,3.1115,0.261138463509543,"Seminatural",1
"167","Bombus_vagans",1.179,2.794,-0.0584207353429976,"Seminatural",1
"168","Calliopsis_andreniformis",0.365,1.524,-0.0911030789744605,"Seminatural",1
"169","Ceratina_calcarata",0.332,1.70616666666667,-0.398194712563026,"Seminatural",1
"170","Ceratina_strenua",0.153,0.889,0.0530238095245676,"Seminatural",1
"171","Colletes_thoracicus",1.52133333333333,3.28083333333333,-0.105553144039858,"Seminatural",1
"172","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Seminatural",1
"173","Halictus_ligatus",0.689,2.49885714285714,-0.38566018050853,"Seminatural",1
"174","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Seminatural",1
"175","Hylaeus_mesillae",0.34,1.76,-0.432801372462269,"Seminatural",1
"176","Hylaeus_modestus",0.31,2.08,-0.839320952911581,"Seminatural",1
"177","Lasioglossum_coriaceum",0.742,1.905,0.198725954331003,"Seminatural",1
"178","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Seminatural",1
"179","Megachile_campanulae",0.822,2.286,-0.0417397317780023,"Seminatural",0.9801
"180","Megachile_mendica",1.803,2.8575,0.324104240089709,"Seminatural",1
"181","Megachile_pugnata",3,6.43,-0.691877599285036,"Seminatural",1
"182","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Seminatural",1
"183","Megachile_sculpturalis",3.854,4.7625,0.123153057065378,"Seminatural",1
"184","Nomada_cressonii",1.76,3.34,0.00656257079853171,"Seminatural",0.384
"185","Nomada_luteoloides",1.7,3.53,-0.132165880072828,"Seminatural",0.7718
"186","Osmia_atriventris",0.447,2.032,-0.429429790459283,"Seminatural",0.484
"187","Osmia_bucephala",1.421,3.048,-0.0353519512529819,"Seminatural",1
"188","Osmia_cornifrons",0.877,2.746375,-0.322005225808179,"Seminatural",1
"189","Osmia_lignaria",1.1735,3.46075,-0.465545783902124,"Seminatural",0.9912
"190","Osmia_pumila",0.604,1.80975,0.0894082728542806,"Seminatural",0.9999
"191","Ptilothrix_bombiformis",2.129,3.3655,0.182598517858549,"Seminatural",1
"192","Xylocopa_virginica",5.3,7.84857142857143,-0.497675151353017,"Seminatural",1
